Sample #,Well,D (1/64in),"Pwh, Psig",γo,"GLR, scf/STB","QL, STB/D"
1,SR-17,71.424,175.9307301,1.063250883,152,10853.69614
2,SR-17,71.424,176.0757678,1.063250883,152,11019.74712
3,SR-17,71.424,174.9154662,1.063250883,152,11125.41593
4,SR-17,71.424,175.7856924,1.063250883,152,11110.32038
5,SR-17,71.424,175.2055416,1.063250883,152,11095.22484
6,SR-17,71.424,175.9307301,1.063250883,152,11095.22484
7,SR-17,71.424,175.9307301,1.063250883,152,11004.65158
8,SR-17,71.424,175.495617,1.063250883,152,10868.79168
9,SR-17,71.424,175.6406547,1.063250883,152,10808.4095
10,SR-17,71.424,175.6406547,1.063250883,152,10944.2694
11,SR-17,71.424,175.6406547,1.063250883,152,11004.65158
12,SR-17,71.424,174.9154662,1.063250883,152,10883.88722
13,SR-17,71.424,175.9307301,1.063250883,152,10883.88722
14,SR-17,71.424,175.0605039,1.063250883,152,11200.89365
15,SR-17,71.424,175.7856924,1.063250883,152,11049.93821
16,SR-17,71.424,175.9307301,1.063250883,152,10793.31396
17,SR-17,71.424,175.9307301,1.063250883,152,10702.7407
18,SR-17,71.424,175.9307301,1.063250883,152,11321.658
19,SR-17,71.424,176.2208055,1.063250883,152,11623.56888
20,SR-17,71.424,175.6406547,1.063250883,152,11502.80453
21,SR-17,71.424,175.6406547,1.063250883,152,10868.79168
22,SR-17,71.424,176.0757678,1.063250883,152,10702.7407
23,SR-17,71.424,176.0757678,1.063250883,152,10989.55603
24,SR-17,71.424,175.9307301,1.063250883,152,11532.99562
25,SR-17,71.424,181.5872004,0.929328622,150,12378.34608
26,SR-17,71.424,181.4421627,0.929328622,150,12317.9639
27,SR-17,71.424,181.4421627,0.929328622,150,12287.77282
28,SR-17,71.424,181.8772758,0.929328622,150,12287.77282
29,SR-17,71.424,181.8772758,0.929328622,150,12317.9639
30,SR-17,71.424,181.4421627,0.929328622,150,12438.72826
31,SR-17,71.424,181.8772758,0.929328622,150,12468.91934
32,SR-17,71.424,181.8772758,0.929328622,150,12484.01489
33,SR-17,71.424,181.4421627,0.929328622,150,12484.01489
34,SR-17,71.424,181.5872004,0.929328622,150,12468.91934
35,SR-17,71.424,181.8772758,0.929328622,150,12438.72826
36,SR-17,71.424,181.5872004,0.929328622,150,12438.72826
37,SR-17,71.424,182.0223135,0.929328622,150,12544.39706
38,SR-17,71.424,181.5872004,0.929328622,150,12725.54359
39,SR-17,71.424,181.297125,0.929328622,150,12785.92577
40,SR-17,71.424,181.8772758,0.929328622,150,12831.2124
41,SR-17,71.424,182.0223135,0.929328622,150,12785.92577
42,SR-17,71.424,182.0223135,0.929328622,150,12801.02131
43,SR-17,71.424,181.8772758,0.929328622,150,12770.83022
44,SR-17,71.424,181.297125,0.929328622,150,12770.83022
45,SR-17,71.424,181.5872004,0.929328622,150,12514.20598
46,SR-17,71.424,181.297125,0.929328622,150,12423.63271
47,SR-17,71.424,181.1520873,0.929328622,150,12423.63271
48,SR-17,71.424,181.297125,0.929328622,150,12408.53717
49,SR-17,58.112,269.3350089,1.065724382,144,14038.85592
50,SR-17,58.112,269.1899712,1.065724382,144,13691.65841
51,SR-17,58.112,269.6250843,1.065724382,144,13706.75395
52,SR-17,58.112,269.6250843,1.065724382,144,13691.65841
53,SR-17,58.112,269.6250843,1.065724382,144,13721.8495
54,SR-17,58.112,269.3350089,1.065724382,144,13706.75395
55,SR-17,58.112,269.1899712,1.065724382,144,13691.65841
56,SR-17,58.112,268.8998958,1.065724382,144,13706.75395
57,SR-17,58.112,269.6250843,1.065724382,144,13706.75395
58,SR-17,58.112,269.6250843,1.065724382,144,13691.65841
59,SR-17,58.112,269.0449335,1.065724382,144,13706.75395
60,SR-17,58.112,269.4800466,1.065724382,144,13691.65841
61,SR-17,58.112,269.1899712,1.065724382,144,13691.65841
62,SR-17,58.112,269.1899712,1.065724382,144,13691.65841
63,SR-17,58.112,269.1899712,1.065724382,144,13691.65841
64,SR-17,58.112,269.1899712,1.065724382,144,13676.56286
65,SR-17,58.112,268.7548581,1.065724382,144,13691.65841
66,SR-17,58.112,269.3350089,1.065724382,144,13691.65841
67,SR-17,58.112,268.6098204,1.065724382,144,13676.56286
68,SR-17,58.112,268.4647827,1.065724382,144,13676.56286
69,SR-17,58.112,269.6250843,1.065724382,144,13691.65841
70,SR-17,58.112,268.1747073,1.065724382,144,13676.56286
71,SR-17,58.112,268.319745,1.065724382,144,13691.65841
72,SR-17,58.112,269.1899712,1.065724382,144,13661.46732
73,SR-17,70.912,183.0375774,1.05795053,157,11683.95106
74,SR-17,70.912,183.4726905,1.05795053,157,11789.61986
75,SR-17,70.912,183.6177282,1.05795053,157,11789.61986
76,SR-17,70.912,183.0375774,1.05795053,157,11774.52432
77,SR-17,70.912,182.8925397,1.05795053,157,11774.52432
78,SR-17,70.912,183.6177282,1.05795053,157,11789.61986
79,SR-17,70.912,183.0375774,1.05795053,157,11819.81095
80,SR-17,70.912,182.8925397,1.05795053,157,11774.52432
81,SR-17,70.912,182.8925397,1.05795053,157,11774.52432
82,SR-17,70.912,183.4726905,1.05795053,157,11774.52432
83,SR-17,70.912,183.1826151,1.05795053,157,11774.52432
84,SR-17,70.912,183.1826151,1.05795053,157,11774.52432
85,SR-17,70.912,183.1826151,1.05795053,157,11774.52432
86,SR-17,70.912,182.8925397,1.05795053,157,11774.52432
87,SR-17,70.912,183.1826151,1.05795053,157,11774.52432
88,SR-17,70.912,183.0375774,1.05795053,157,11774.52432
89,SR-17,70.912,183.6177282,1.05795053,157,11925.47976
90,SR-17,70.912,183.0375774,1.05795053,157,11774.52432
91,SR-17,70.912,183.4726905,1.05795053,157,11759.42878
92,SR-17,70.912,182.8925397,1.05795053,157,11789.61986
93,SR-17,70.912,182.8925397,1.05795053,157,11774.52432
94,SR-17,70.912,182.747502,1.05795053,157,11804.71541
95,SR-17,70.144,182.8925397,1.061484099,166,12167.00846
96,SR-17,70.144,182.6024643,1.061484099,166,12287.77282
97,SR-17,70.144,182.6024643,1.061484099,166,12167.00846
98,SR-17,70.144,182.6024643,1.061484099,166,12106.62629
99,SR-17,70.144,182.747502,1.061484099,166,12106.62629
100,SR-17,70.144,182.0223135,1.061484099,166,12076.4352
101,SR-17,70.144,182.8925397,1.061484099,166,12000.95748
102,SR-17,70.144,182.747502,1.061484099,166,12061.33966
103,SR-17,70.144,182.747502,1.061484099,166,11865.09758
104,SR-17,70.144,182.6024643,1.061484099,166,11774.52432
105,SR-17,70.144,182.6024643,1.061484099,166,11472.61344
106,SR-17,70.144,182.8925397,1.061484099,166,11140.51147
107,SR-17,70.144,182.747502,1.061484099,166,11215.98919
108,SR-17,70.144,182.4574266,1.061484099,166,11261.27582
109,SR-17,70.144,182.747502,1.061484099,166,11291.46691
110,SR-17,70.144,182.6024643,1.061484099,166,11276.37137
111,SR-17,70.144,182.3123889,1.061484099,166,11306.56246
112,SR-17,70.144,182.747502,1.061484099,166,11306.56246
113,SR-17,70.144,182.4574266,1.061484099,166,11306.56246
114,SR-17,70.144,182.3123889,1.061484099,166,11306.56246
115,SR-17,70.144,182.0223135,1.061484099,166,11291.46691
116,SR-17,70.144,182.4574266,1.061484099,166,11306.56246
117,SR-17,70.144,182.4574266,1.061484099,166,11261.27582
118,SR-17,70.144,182.3123889,1.061484099,166,11276.37137
119,SR-17,70.144,179.1215595,1.069257951,158,11412.23126
120,SR-17,70.144,178.8314841,1.069257951,158,11593.37779
121,SR-17,70.144,178.6864464,1.069257951,158,11412.23126
122,SR-17,70.144,178.6864464,1.069257951,158,11442.42235
123,SR-17,70.144,178.9765218,1.069257951,158,11427.32681
124,SR-17,70.144,178.6864464,1.069257951,158,11382.04018
125,SR-17,70.144,178.9765218,1.069257951,158,11382.04018
126,SR-17,70.144,179.2665972,1.069257951,158,11382.04018
127,SR-17,70.144,179.846748,1.069257951,158,11351.84909
128,SR-17,70.144,179.7017103,1.069257951,158,11382.04018
129,SR-17,70.144,179.4116349,1.069257951,158,11351.84909
130,SR-17,70.144,179.2665972,1.069257951,158,11382.04018
131,SR-17,70.144,178.9765218,1.069257951,158,11382.04018
132,SR-17,70.144,179.5566726,1.069257951,158,11382.04018
133,SR-17,70.144,179.5566726,1.069257951,158,11366.94463
134,SR-17,70.144,178.9765218,1.069257951,158,11321.658
135,SR-17,70.144,178.9765218,1.069257951,158,11351.84909
136,SR-17,70.144,179.2665972,1.069257951,158,11321.658
137,SR-17,70.144,179.4116349,1.069257951,158,11306.56246
138,SR-17,70.144,179.1215595,1.069257951,158,11321.658
139,SR-17,70.144,179.4116349,1.069257951,158,11321.658
140,SR-17,70.144,179.5566726,1.069257951,158,11608.47334
141,SR-17,70.144,179.4116349,1.069257951,158,11623.56888
142,SR-17,70.144,179.1215595,1.069257951,158,11095.22484
143,SR-17,70.144,178.2513333,1.069469965,171,11049.93821
144,SR-17,70.144,178.1062956,1.069469965,171,10974.46049
145,SR-17,70.144,178.6864464,1.069469965,171,11261.27582
146,SR-17,70.144,177.9612579,1.069469965,171,10944.2694
147,SR-17,70.144,177.3811071,1.069469965,171,11170.70256
148,SR-17,70.144,178.396371,1.069469965,171,11065.03375
149,SR-17,70.144,178.8314841,1.069469965,171,11080.1293
150,SR-17,70.144,178.6864464,1.069469965,171,11110.32038
151,SR-17,70.144,177.9612579,1.069469965,171,11095.22484
152,SR-17,70.144,177.9612579,1.069469965,171,11110.32038
153,SR-17,70.144,178.2513333,1.069469965,171,11125.41593
154,SR-17,70.144,178.6864464,1.069469965,171,11155.60702
155,SR-17,70.144,178.6864464,1.069469965,171,11140.51147
156,SR-17,70.144,178.8314841,1.069469965,171,11095.22484
157,SR-17,70.144,178.396371,1.069469965,171,11170.70256
158,SR-17,70.144,178.2513333,1.069469965,171,11140.51147
159,SR-17,70.144,179.1215595,1.069469965,171,11185.7981
160,SR-17,70.144,179.1215595,1.069469965,171,11215.98919
161,SR-17,70.144,178.2513333,1.069469965,171,11125.41593
162,SR-17,70.144,178.2513333,1.069469965,171,11125.41593
163,SR-17,70.144,178.6864464,1.069469965,171,11140.51147
164,SR-17,70.144,178.8314841,1.069469965,171,11231.08474
165,SR-17,70.144,178.6864464,1.069469965,171,11155.60702
166,SR-17,70.144,178.396371,1.069469965,171,11412.23126
167,SR-17,70.144,179.1215595,1.069257951,158,11412.23126
168,SR-17,70.144,178.8314841,1.069257951,158,11593.37779
169,SR-17,70.144,178.6864464,1.069257951,158,11412.23126
170,SR-17,70.144,178.6864464,1.069257951,158,11442.42235
171,SR-17,70.144,178.9765218,1.069257951,158,11427.32681
172,SR-17,70.144,178.6864464,1.069257951,158,11382.04018
173,SR-17,70.144,178.9765218,1.069257951,158,11382.04018
174,SR-17,70.144,179.2665972,1.069257951,158,11382.04018
175,SR-17,70.144,179.846748,1.069257951,158,11351.84909
176,SR-17,70.144,179.7017103,1.069257951,158,11382.04018
177,SR-17,70.144,179.4116349,1.069257951,158,11351.84909
178,SR-17,70.144,179.2665972,1.069257951,158,11382.04018
179,SR-17,70.144,178.9765218,1.069257951,158,11382.04018
180,SR-17,70.144,179.5566726,1.069257951,158,11382.04018
181,SR-17,70.144,179.5566726,1.069257951,158,11366.94463
182,SR-17,70.144,178.9765218,1.069257951,158,11321.658
183,SR-17,70.144,178.9765218,1.069257951,158,11351.84909
184,SR-17,70.144,179.2665972,1.069257951,158,11321.658
185,SR-17,70.144,179.4116349,1.069257951,158,11306.56246
186,SR-17,70.144,179.1215595,1.069257951,158,11321.658
187,SR-17,70.144,179.4116349,1.069257951,158,11321.658
188,SR-17,70.144,179.5566726,1.069257951,158,11608.47334
189,SR-17,70.144,179.4116349,1.069257951,158,11623.56888
190,SR-17,70.144,179.1215595,1.069257951,158,11095.22484
191,SR-17,69.888,184.3429167,0.929328622,161,11593.37779
192,SR-17,69.888,184.197879,0.929328622,161,11638.66442
193,SR-17,69.888,184.197879,0.929328622,161,11638.66442
194,SR-17,69.888,184.4879544,0.929328622,161,11593.37779
195,SR-17,69.888,184.3429167,0.929328622,161,11653.75997
196,SR-17,69.888,184.4879544,0.929328622,161,11623.56888
197,SR-17,69.888,183.9078036,0.929328622,161,11472.61344
198,SR-17,69.888,184.6329921,0.929328622,161,11623.56888
199,SR-17,69.888,184.3429167,0.929328622,161,11623.56888
200,SR-17,69.888,183.7627659,0.929328622,161,11623.56888
201,SR-17,69.888,184.197879,0.929328622,161,11774.52432
202,SR-17,69.888,184.6329921,0.929328622,161,11472.61344
203,SR-17,69.888,184.0528413,0.929328622,161,11472.61344
204,SR-17,69.888,184.4879544,0.929328622,161,11623.56888
205,SR-17,69.888,183.9078036,0.929328622,161,11623.56888
206,SR-17,69.888,184.6329921,0.929328622,161,11623.56888
207,SR-17,69.888,184.0528413,0.929328622,161,11472.61344
208,SR-17,69.888,184.197879,0.929328622,161,11623.56888
209,SR-17,69.888,184.4879544,0.929328622,161,11623.56888
210,SR-17,69.888,183.9078036,0.929328622,161,11623.56888
211,SR-17,69.888,183.7627659,0.929328622,161,11623.56888
212,SR-17,69.888,184.197879,0.929328622,161,11472.61344
213,SR-17,69.888,184.197879,0.929328622,161,11774.52432
214,SR-17,69.888,184.0528413,0.929328622,161,11623.56888
215,SR-17,69.888,183.0375774,1.061484099,156,11155.60702
216,SR-17,69.888,183.4726905,1.061484099,156,11080.1293
217,SR-17,69.888,183.4726905,1.061484099,156,11065.03375
218,SR-17,69.888,183.0375774,1.061484099,156,11080.1293
219,SR-17,69.888,183.1826151,1.061484099,156,11095.22484
220,SR-17,69.888,183.1826151,1.061484099,156,11095.22484
221,SR-17,69.888,183.1826151,1.061484099,156,11095.22484
222,SR-17,69.888,182.747502,1.061484099,156,11125.41593
223,SR-17,69.888,182.6024643,1.061484099,156,11110.32038
224,SR-17,69.888,183.1826151,1.061484099,156,11095.22484
225,SR-17,69.888,183.1826151,1.061484099,156,11080.1293
226,SR-17,69.888,182.747502,1.061484099,156,11095.22484
227,SR-17,69.888,182.747502,1.061484099,156,11095.22484
228,SR-17,69.888,183.1826151,1.061484099,156,11110.32038
229,SR-17,69.888,182.747502,1.061484099,156,11095.22484
230,SR-17,69.888,182.8925397,1.061484099,156,11095.22484
231,SR-17,69.888,182.4574266,1.061484099,156,11065.03375
232,SR-17,69.888,182.0223135,1.061484099,156,11080.1293
233,SR-17,69.888,182.6024643,1.061484099,156,11095.22484
234,SR-17,69.888,183.0375774,1.061484099,156,11095.22484
235,SR-17,69.888,182.747502,1.061484099,156,11080.1293
236,SR-17,69.888,182.8925397,1.061484099,156,11215.98919
237,SR-17,69.888,182.6024643,1.061484099,156,11291.46691
238,SR-17,69.888,182.6024643,1.061484099,156,11306.56246
239,SR-17,69.888,182.4574266,1.069964664,154,10793.31396
240,SR-17,69.888,182.747502,1.069964664,154,10732.93178
241,SR-17,69.888,182.6024643,1.069964664,154,10763.12287
242,SR-17,69.888,182.1673512,1.069964664,154,10868.79168
243,SR-17,69.888,181.8772758,1.069964664,154,10778.21842
244,SR-17,69.888,182.3123889,1.069964664,154,10778.21842
245,SR-17,69.888,181.5872004,1.069964664,154,10808.4095
246,SR-17,69.888,181.8772758,1.069964664,154,10778.21842
247,SR-17,69.888,182.0223135,1.069964664,154,10748.02733
248,SR-17,69.888,182.3123889,1.069964664,154,10702.7407
249,SR-17,69.888,182.3123889,1.069964664,154,10687.64515
250,SR-17,69.888,182.4574266,1.069964664,154,10687.64515
251,SR-17,69.888,182.4574266,1.069964664,154,10717.83624
252,SR-17,69.888,182.747502,1.069964664,154,10687.64515
253,SR-17,69.888,182.1673512,1.069964664,154,10717.83624
254,SR-17,69.888,181.8772758,1.069964664,154,10702.7407
255,SR-17,69.888,181.8772758,1.069964664,154,10657.45406
256,SR-17,69.888,181.8772758,1.069964664,154,10657.45406
257,SR-17,69.888,181.0070496,1.069964664,154,10642.35852
258,SR-17,69.888,181.5872004,1.069964664,154,10672.54961
259,SR-17,69.888,182.0223135,1.069964664,154,10597.07189
260,SR-17,69.888,181.1520873,1.069964664,154,10612.16743
261,SR-17,69.888,181.8772758,1.069964664,154,10597.07189
262,SR-17,69.888,181.297125,1.069964664,154,10597.07189
263,SR-17,69.632,181.5872004,1.065017668,153,11382.04018
264,SR-17,69.632,181.8772758,1.065017668,153,11699.0466
265,SR-17,69.632,182.0223135,1.065017668,153,11865.09758
266,SR-17,69.632,181.5872004,1.065017668,153,11683.95106
267,SR-17,69.632,181.5872004,1.065017668,153,11668.85551
268,SR-17,69.632,181.5872004,1.065017668,153,11638.66442
269,SR-17,69.632,181.8772758,1.065017668,153,11653.75997
270,SR-17,69.632,181.8772758,1.065017668,153,11653.75997
271,SR-17,69.632,182.1673512,1.065017668,153,11638.66442
272,SR-17,69.632,181.5872004,1.065017668,153,11653.75997
273,SR-17,69.632,181.5872004,1.065017668,153,11623.56888
274,SR-17,69.632,181.4421627,1.065017668,153,11608.47334
275,SR-17,69.632,181.8772758,1.065017668,153,11608.47334
276,SR-17,69.632,181.8772758,1.065017668,153,11623.56888
277,SR-17,69.632,181.5872004,1.065017668,153,11608.47334
278,SR-17,69.632,181.5872004,1.065017668,153,11623.56888
279,SR-17,69.632,182.1673512,1.065017668,153,11623.56888
280,SR-17,69.632,181.5872004,1.065017668,153,11608.47334
281,SR-17,69.632,181.5872004,1.065017668,153,11623.56888
282,SR-17,69.632,181.297125,1.065017668,153,11623.56888
283,SR-17,69.632,182.0223135,1.065017668,153,11608.47334
284,SR-17,69.632,182.4574266,1.065017668,153,11623.56888
285,SR-17,69.632,182.0223135,1.065017668,153,11608.47334
286,SR-17,69.632,181.5872004,1.065017668,153,11638.66442
287,SR-17,69.632,181.5872004,1.065017668,153,11382.04018
288,SR-17,69.632,181.8772758,1.065017668,153,11699.0466
289,SR-17,69.632,182.0223135,1.065017668,153,11865.09758
290,SR-17,69.632,181.5872004,1.065017668,153,11683.95106
291,SR-17,69.632,181.5872004,1.065017668,153,11668.85551
292,SR-17,69.632,181.5872004,1.065017668,153,11638.66442
293,SR-17,69.632,181.8772758,1.065017668,153,11653.75997
294,SR-17,69.632,181.8772758,1.065017668,153,11653.75997
295,SR-17,69.632,182.1673512,1.065017668,153,11638.66442
296,SR-17,69.632,181.5872004,1.065017668,153,11653.75997
297,SR-17,69.632,181.5872004,1.065017668,153,11623.56888
298,SR-17,69.632,181.4421627,1.065017668,153,11608.47334
299,SR-17,69.632,181.8772758,1.065017668,153,11608.47334
300,SR-17,69.632,181.8772758,1.065017668,153,11623.56888
301,SR-17,69.632,181.5872004,1.065017668,153,11608.47334
302,SR-17,69.632,181.5872004,1.065017668,153,11623.56888
303,SR-17,69.632,182.1673512,1.065017668,153,11623.56888
304,SR-17,69.632,181.5872004,1.065017668,153,11608.47334
305,SR-17,69.632,181.5872004,1.065017668,153,11623.56888
306,SR-17,69.632,181.297125,1.065017668,153,11623.56888
307,SR-17,69.632,182.0223135,1.065017668,153,11608.47334
308,SR-17,69.632,182.4574266,1.065017668,153,11623.56888
309,SR-17,69.632,182.0223135,1.065017668,153,11608.47334
310,SR-17,69.632,181.5872004,1.065017668,153,11638.66442
311,SR-17,67.84,234.3809232,1.065724382,154,13993.56929
312,SR-17,67.84,234.2358855,1.065724382,154,14084.14255
313,SR-17,67.84,234.8160363,1.065724382,154,14189.81136
314,SR-17,67.84,234.2358855,1.065724382,154,14189.81136
315,SR-17,67.84,234.5259609,1.065724382,154,14038.85592
316,SR-17,67.84,235.2511494,1.065724382,154,14189.81136
317,SR-17,67.84,234.5259609,1.065724382,154,14189.81136
318,SR-17,67.84,234.6709986,1.065724382,154,14189.81136
319,SR-17,67.84,234.5259609,1.065724382,154,14038.85592
320,SR-17,67.84,234.3809232,1.065724382,154,14491.72224
321,SR-17,67.84,234.2358855,1.065724382,154,14038.85592
322,SR-17,67.84,234.6709986,1.065724382,154,14189.81136
323,SR-17,67.84,233.9458101,1.065724382,154,14189.81136
324,SR-17,67.84,234.3809232,1.065724382,154,14189.81136
325,SR-17,67.84,234.5259609,1.065724382,154,14189.81136
326,SR-17,67.84,234.8160363,1.065724382,154,14038.85592
327,SR-17,67.84,234.6709986,1.065724382,154,14189.81136
328,SR-17,67.84,234.8160363,1.065724382,154,14189.81136
329,SR-17,67.84,234.961074,1.065724382,154,14189.81136
330,SR-17,67.84,234.5259609,1.065724382,154,14340.7668
331,SR-17,67.84,234.6709986,1.065724382,154,13736.94504
332,SR-17,67.84,234.3809232,1.065724382,154,14340.7668
333,SR-17,67.84,234.8160363,1.065724382,154,13887.90048
334,SR-17,67.84,234.6709986,1.065724382,154,14189.81136
335,SR-17,64.512,218.5718139,1.070318021,154,12544.39706
336,SR-17,64.512,218.1367008,1.070318021,154,12438.72826
337,SR-17,64.512,217.9916631,1.070318021,154,12423.63271
338,SR-17,64.512,218.5718139,1.070318021,154,12393.44162
339,SR-17,64.512,218.2817385,1.070318021,154,12363.25054
340,SR-17,64.512,218.2817385,1.070318021,154,12333.05945
341,SR-17,64.512,218.1367008,1.070318021,154,12333.05945
342,SR-17,64.512,218.1367008,1.070318021,154,12121.72183
343,SR-17,64.512,218.2817385,1.070318021,154,12348.15499
344,SR-17,64.512,217.8466254,1.070318021,154,12333.05945
345,SR-17,64.512,217.55655,1.070318021,154,12363.25054
346,SR-17,64.512,217.8466254,1.070318021,154,12529.30152
347,SR-17,64.512,217.9916631,1.070318021,154,12438.72826
348,SR-17,64.512,217.8466254,1.070318021,154,12333.05945
349,SR-17,64.512,217.7015877,1.070318021,154,12333.05945
350,SR-17,64.512,217.9916631,1.070318021,154,12363.25054
351,SR-17,64.512,217.8466254,1.070318021,154,12333.05945
352,SR-17,64.512,217.55655,1.070318021,154,12348.15499
353,SR-17,64.512,218.1367008,1.070318021,154,12348.15499
354,SR-17,64.512,217.55655,1.070318021,154,12333.05945
355,SR-17,64.512,217.55655,1.070318021,154,12363.25054
356,SR-17,64.512,217.55655,1.070318021,154,12378.34608
357,SR-17,64.512,217.55655,1.070318021,154,12378.34608
358,SR-17,64.512,217.55655,1.070318021,154,12378.34608
359,SR-17,64.512,218.5718139,1.070318021,154,12544.39706
360,SR-17,64.512,218.1367008,1.070318021,154,12438.72826
361,SR-17,64.512,217.9916631,1.070318021,154,12423.63271
362,SR-17,64.512,218.5718139,1.070318021,154,12393.44162
363,SR-17,64.512,218.2817385,1.070318021,154,12363.25054
364,SR-17,64.512,218.2817385,1.070318021,154,12333.05945
365,SR-17,64.512,218.1367008,1.070318021,154,12333.05945
366,SR-17,64.512,218.1367008,1.070318021,154,12121.72183
367,SR-17,64.512,218.2817385,1.070318021,154,12348.15499
368,SR-17,64.512,217.8466254,1.070318021,154,12333.05945
369,SR-17,64.512,217.55655,1.070318021,154,12363.25054
370,SR-17,64.512,217.8466254,1.070318021,154,12529.30152
371,SR-17,64.512,217.9916631,1.070318021,154,12438.72826
372,SR-17,64.512,217.8466254,1.070318021,154,12333.05945
373,SR-17,64.512,217.7015877,1.070318021,154,12333.05945
374,SR-17,64.512,217.9916631,1.070318021,154,12363.25054
375,SR-17,64.512,217.8466254,1.070318021,154,12333.05945
376,SR-17,64.512,217.55655,1.070318021,154,12348.15499
377,SR-17,64.512,218.1367008,1.070318021,154,12348.15499
378,SR-17,64.512,217.55655,1.070318021,154,12333.05945
379,SR-17,64.512,217.55655,1.070318021,154,12363.25054
380,SR-17,64.512,217.55655,1.070318021,154,12378.34608
381,SR-17,64.512,217.55655,1.070318021,154,12378.34608
382,SR-17,64.512,217.55655,1.070318021,154,12378.34608
383,SR-17,62.976,217.9916631,1.060070671,152,11970.76639
384,SR-17,62.976,217.9916631,1.060070671,152,12091.53074
385,SR-17,62.976,217.7015877,1.060070671,152,12046.24411
386,SR-17,62.976,217.4115123,1.060070671,152,12076.4352
387,SR-17,62.976,217.4115123,1.060070671,152,12061.33966
388,SR-17,62.976,217.4115123,1.060070671,152,12076.4352
389,SR-17,62.976,216.9763992,1.060070671,152,12076.4352
390,SR-17,62.976,217.8466254,1.060070671,152,12106.62629
391,SR-17,62.976,217.1214369,1.060070671,152,12091.53074
392,SR-17,62.976,217.7015877,1.060070671,152,11925.47976
393,SR-17,62.976,216.8313615,1.060070671,152,11940.5753
394,SR-17,62.976,217.7015877,1.060070671,152,11910.38422
395,SR-17,62.976,216.9763992,1.060070671,152,11910.38422
396,SR-17,62.976,216.6863238,1.060070671,152,11865.09758
397,SR-17,62.976,217.1214369,1.060070671,152,11880.19313
398,SR-17,62.976,216.8313615,1.060070671,152,11850.00204
399,SR-17,62.976,217.4115123,1.060070671,152,11819.81095
400,SR-17,62.976,217.55655,1.060070671,152,11895.28867
401,SR-17,62.976,216.9763992,1.060070671,152,11744.33323
402,SR-17,62.976,217.55655,1.060070671,152,12016.05302
403,SR-17,62.976,217.55655,1.060070671,152,12061.33966
404,SR-17,62.976,217.55655,1.060070671,152,12000.95748
405,SR-17,62.976,217.55655,1.060070671,152,11985.86194
406,SR-17,62.976,217.55655,1.060070671,152,11955.67085
407,SR-17,61.696,223.0679826,1.059293286,157,11729.23769
408,SR-17,61.696,223.2130203,1.059293286,157,11865.09758
409,SR-17,61.696,223.2130203,1.059293286,157,11895.28867
410,SR-17,61.696,223.358058,1.059293286,157,11880.19313
411,SR-17,61.696,223.2130203,1.059293286,157,12287.77282
412,SR-17,61.696,222.6328695,1.059293286,157,11487.70898
413,SR-17,61.696,222.7779072,1.059293286,157,12061.33966
414,SR-17,61.696,222.6328695,1.059293286,157,11472.61344
415,SR-17,61.696,222.7779072,1.059293286,157,12076.4352
416,SR-17,61.696,222.7779072,1.059293286,157,12076.4352
417,SR-17,61.696,222.9229449,1.059293286,157,11487.70898
418,SR-17,61.696,222.4878318,1.059293286,157,12106.62629
419,SR-17,61.696,349.540857,0.929328622,94,21737.58336
420,SR-17,61.696,349.540857,0.929328622,94,20680.89528
421,SR-17,61.696,349.540857,0.929328622,94,21133.7616
422,SR-17,61.696,349.540857,0.929328622,94,21133.7616
423,SR-17,61.696,349.540857,0.929328622,94,20982.80616
424,SR-17,61.696,349.540857,0.929328622,94,20982.80616
425,SR-17,61.696,349.540857,0.929328622,94,20982.80616
426,SR-17,61.696,349.540857,0.929328622,94,20831.85072
427,SR-17,61.696,349.540857,0.929328622,94,20831.85072
428,SR-17,61.696,349.540857,0.929328622,94,20831.85072
429,SR-17,61.696,404.655183,0.929328622,94,20680.89528
430,SR-17,61.696,404.655183,0.929328622,94,20831.85072
431,SR-17,61.44,369.7010973,0.929328622,140,16710.76721
432,SR-17,61.44,369.4110219,0.929328622,140,16907.00928
433,SR-17,61.44,368.8308711,0.929328622,140,16907.00928
434,SR-17,61.44,368.6858334,0.929328622,140,16891.91374
435,SR-17,61.44,368.2507203,0.929328622,140,16922.10482
436,SR-17,61.44,367.8156072,0.929328622,140,16891.91374
437,SR-17,61.44,367.3804941,0.929328622,140,16907.00928
438,SR-17,61.44,367.3804941,1.055053004,140,16907.00928
439,SR-17,61.44,367.0904187,0.929328622,140,16907.00928
440,SR-17,61.44,366.945381,0.929328622,140,16891.91374
441,SR-17,61.44,366.2201925,0.929328622,140,16907.00928
442,SR-17,61.44,365.7850794,0.929328622,140,16907.00928
443,SR-17,61.44,365.6400417,0.929328622,140,17178.72907
444,SR-17,58.368,256.716729,1.065724382,148,13133.12328
445,SR-17,58.368,255.7014651,1.065724382,148,13253.88763
446,SR-17,58.368,255.5564274,1.065724382,148,13253.88763
447,SR-17,58.368,255.8465028,1.065724382,148,13268.98318
448,SR-17,58.368,256.2816159,1.065724382,148,13268.98318
449,SR-17,58.368,256.8617667,1.065724382,148,13223.69654
450,SR-17,58.368,256.1365782,1.065724382,148,13284.07872
451,SR-17,58.368,256.2816159,1.065724382,148,13268.98318
452,SR-17,58.368,256.2816159,1.065724382,148,13299.17426
