1.2	0.3961193
1.2	0.4159002
1.2	0.4358366
1.2	0.4559382
1.2	0.4762085
1.2	0.4966514
1.2	0.5172684
1.2	0.5380617
1.2	0.5590327
1.2	0.5801831
1.2	0.6015141
1.2	0.6230261
0.8	0.6443679
1.2	0.6664989
0.8	0.6892353
0.8	0.7116652
0.8	0.7342745
0.8	0.757063
0.8	0.7800299
0.8	0.8031759
0.8	0.8265008
0.8	0.8500047
0.8	0.8736873
0.8	0.8975486
0.8	0.9215882
0.8	0.9458066
0.8	0.97020222
0.8	0.9947755
0.4	1.019526
0.8	1.044223
0.8	1.069584
0.4	1.095519
0.4	1.121159
0.4	1.14697
0.4	1.172953
0.4	1.199107
0.4	1.22543
0.4	1.251924
0.4	1.278586
0.4	1.305418
0.4	1.332417
0.4	1.359585
0.4	1.38692
0.4	1.414423
0.4	1.441846
0.4	1.469946
0.4	1.498199
0	1.526607
0	1.55517
0	1.583888
0	1.612761
0	1.64179
0	1.670974
0	1.700314
0	1.729809
0	1.75946
