2125	0.4	1.332417
2125	0.8	1.330132
2125	1.2	1.326061
2125	1.6	1.320202
2125	2	1.313132
2150	0	1.358471
2150	0.4	1.359585
2150	0.8	1.35715
2150	1.2	1.352974
2150	1.6	1.347042
2150	2	1.339916
2175	0	1.38611
2175	0.4	1.38692
2175	0.8	1.384338
2175	1.2	1.379955
2175	1.6	1.374058
2175	2	1.36687
2200	0	1.413901
2200	0.4	1.414423
2200	0.8	1.411697
2200	1.2	1.407214
2200	1.6	1.401245
2200	2	1.393999
2225	0	1.441846
2225	0.4	1.441846
2225	0.8	1.439364
2225	1.2	1.43463
2225	1.6	1.428606
2225	2	1.421301
2250	0	1.469946
2250	0.4	1.469946
2250	0.8	1.467029
2250	1.2	1.462131
2250	1.6	1.456139
2250	2	1.448772
2275	0	1.498199
2275	0.4	1.498199
2275	0.8	1.494888
2275	1.2	1.489889
2275	1.6	1.48384
2275	2	1.476416
2300	0	1.526607
2300	0.4	1.526095
2300	0.8	1.522827
2300	1.2	1.517962
2300	1.6	1.511705
2300	2	1.504236
2325	0	1.55517
2325	0.4	1.554426
2325	0.8	1.55103
2325	1.2	1.546073
2325	1.6	1.539746
2325	2	1.532221
2350	0	1.583888
2350	0.4	1.582922
2350	0.8	1.579401
2350	1.2	1.574353
2350	1.6	1.567956
2350	2	1.560375
2375	0	1.612761
2375	0.4	1.611582
2375	0.8	1.607938
2375	1.2	1.602801
2375	1.6	1.596334
2375	2	1.588698
2400	0	1.64179
2400	0.4	1.640406
2400	0.8	1.636641
2400	1.2	1.631416
2400	1.6	1.62488
2400	2	1.617189
2425	0	1.670974
2425	0.4	1.669393
2425	0.8	1.66551
2425	1.2	1.660198
2425	1.6	1.653594
2425	2	1.645847
2450	0	1.700314
2450	0.4	1.698543
2450	0.8	1.694544
2450	1.2	1.689146
2450	1.6	1.682474
2450	2	1.674672
2475	0	1.729809
2475	0.4	1.727855
2475	0.8	1.723743
2475	1.2	1.718259
2475	1.6	1.71152
2475	2	1.703663
2500	0	1.75946
2500	0.4	1.757329
2500	0.8	1.753105
2500	1.2	1.747538
2500	1.6	1.740731
2500	2	1.732819
