1125	0	0.2573383
1125	0.4	0.3744137
1125	0.8	0.3914381
1125	1.2	0.3961193
1125	1.6	0.3944014
1125	2	0.3897824
1150	0	0.302789
1150	0.4	0.395358
1150	0.8	0.4117212
1150	1.2	0.4159002
1150	1.6	0.4140284
1150	2	0.4093466
1175	0	0.3403756
1175	0.4	0.4173827
1175	0.8	0.4321145
1175	1.2	0.4358366
1175	1.6	0.4338201
1175	2	0.4290746
1200	0	0.3744071
1200	0.4	0.4391448
1200	0.8	0.4526422
1200	1.2	0.4559382
1200	1.6	0.4537805
1200	2	0.4489709
1225	0	0.4043812
1225	0.4	0.4605019
1225	0.8	0.4733099
1225	1.2	0.4762085
1225	1.6	0.4739131
1225	2	0.4690392
1250	0	0.4327643
1250	0.4	0.4824268
1250	0.8	0.4941356
1250	1.2	0.4966514
1250	1.6	0.4942205
1250	2	0.4892824
1275	0	0.460052
1275	0.4	0.5043442
1275	0.8	0.5151123
1275	1.2	0.5172684
1275	1.6	0.5147053
1275	2	0.509703
1300	0	0.4872246
1300	0.4	0.5263298
1300	0.8	0.5362454
1300	1.2	0.5380617
1300	1.6	0.5353696
1300	2	0.530303
1325	0	0.5128768
1325	0.4	0.5483889
1325	0.8	0.5575383
1325	1.2	0.5590327
1325	1.6	0.5562149
1325	2	0.5510839
1350	0	0.5382238
1350	0.4	0.5705574
1350	0.8	0.5789946
1350	1.2	0.5801831
1350	1.6	0.5772424
1350	2	0.5720472
1375	0	0.5633415
1375	0.4	0.5923541
1375	0.8	0.6006185
1375	1.2	0.6015141
1375	1.6	0.5984531
1375	2	0.5931938
1400	0	0.5882893
1400	0.4	0.6148744
1400	0.8	0.6224083
1400	1.2	0.6230261
1400	1.6	0.6198478
1400	2	0.6145246
1425	0	0.6136596
1425	0.4	0.6375168
1425	0.8	0.6443679
1425	1.2	0.6443679
1425	1.6	0.6415732
1425	2	0.6359477
1450	0	0.6378571
1450	0.4	0.660243
1450	0.8	0.6664989
1450	1.2	0.6664989
1450	1.6	0.6633347
1450	2	0.6576395
1475	0	0.6625506
1475	0.4	0.6831134
1475	0.8	0.6892353
1475	1.2	0.688622
1475	1.6	0.6851474
1475	2	0.6796268
1500	0	0.6872212
1500	0.4	0.7061181
1500	0.8	0.7116652
1500	1.2	0.7108661
1500	1.6	0.7072822
1500	2	0.701699
1525	0	0.7118948
1525	0.4	0.7292633
1525	0.8	0.7342745
1525	1.2	0.7332952
1525	1.6	0.7296023
1525	2	0.7239556
1550	0	0.7365906
1550	0.4	0.7525539
1550	0.8	0.757063
1550	1.2	0.7559084
1550	1.6	0.75211
1550	2	0.7464005
1575	0	0.7613253
1575	0.4	0.7759929
1575	0.8	0.7800299
1575	1.2	0.7787052
1575	1.6	0.774803
1575	2	0.7690318
1600	0	0.7861138
1600	0.4	0.7995832
1600	0.8	0.8031759
1600	1.2	0.8016856
1600	1.6	0.7976813
1600	2	0.7918487
1625	0	0.8109707
1625	0.4	0.8233276
1625	0.8	0.8265008
1625	1.2	0.8247776
1625	1.6	0.8208999
1625	2	0.814844
1650	0	0.8359075
1650	0.4	0.8472284
1650	0.8	0.8500047
1650	1.2	0.8481235
1650	1.6	0.8440636
1650	2	0.8380341
1675	0	0.8609288
1675	0.4	0.8712869
1675	0.8	0.8736873
1675	1.2	0.8716522
1675	1.6	0.8674318
1675	2	0.8614081
1700	0	0.8860444
1700	0.4	0.895505
1700	0.8	0.8975486
1700	1.2	0.8953634
1700	1.6	0.8910485
1700	2	0.8849643
1725	0	0.9112625
1725	0.4	0.9198838
1725	0.8	0.9215882
1725	1.2	0.9192568
1725	1.6	0.9148488
1725	2	0.9087043
1750	0	0.9360577
1750	0.4	0.9444262
1750	0.8	0.9458066
1750	1.2	0.943332
1750	1.6	0.9388323
1750	2	0.9326277
1775	0	0.9614487
1775	0.4	0.9691293
1775	0.8	0.9702022
1775	1.2	0.9675886
1775	1.6	0.9629986
1775	2	0.9567342
1800	0	0.9869597
1800	0.4	0.9939961
1800	0.8	0.9947755
1800	1.2	0.9920261
1800	1.6	0.987347
1800	2	0.9810231
1825	0	1.012595
1825	0.4	1.019027
1825	0.8	1.019526
1825	1.2	1.016644
1825	1.6	1.011877
1825	2	1.005494
1850	0	1.038359
1850	0.4	1.044223
1850	0.8	1.044223
1850	1.2	1.041564
1850	1.6	1.036491
1850	2	1.030152
1875	0	1.064254
1875	0.4	1.069584
1875	0.8	1.069584
1875	1.2	1.066537
1875	1.6	1.061371
1875	2	1.054985
1900	0	1.090284
1900	0.4	1.095519
1900	0.8	1.094804
1900	1.2	1.091581
1900	1.6	1.086552
1900	2	1.079993
1925	0	1.116452
1925	0.4	1.121159
1925	0.8	1.120262
1925	1.2	1.116916
1925	1.6	1.111803
1925	2	1.105186
1950	0	1.14276
1950	0.4	1.14697
1950	0.8	1.145895
1950	1.2	1.142428
1950	1.6	1.137234
1950	2	1.130559
1975	0	1.16921
1975	0.4	1.172953
1975	0.8	1.171703
1975	1.2	1.168117
1975	1.6	1.162843
1975	2	1.156109
2000	0	1.195804
2000	0.4	1.199107
2000	0.8	1.197685
2000	1.2	1.193984
2000	1.6	1.188629
2000	2	1.181838
2025	0	1.222543
2025	0.4	1.22543
2025	0.8	1.223842
2025	1.2	1.220026
2025	1.6	1.214593
2025	2	1.207744
2050	0	1.24943
2050	0.4	1.251924
2050	0.8	1.250172
2050	1.2	1.246244
2050	1.6	1.240733
2050	2	1.233827
2075	0	1.276465
2075	0.4	1.278586
2075	0.8	1.276675
2075	1.2	1.272637
2075	1.6	1.267049
2075	2	1.260086
2100	0	1.303649
2100	0.4	1.305418
2100	0.8	1.303351
2100	1.2	1.299205
2100	1.6	1.293541
2100	2	1.28652
2125	0	1.330984
